normalized_brand,brand_family,current_company_owner,proposed_company_owner,proposed_action,proposal_reason,query_category,primary_country,observed_market_region_codes,product_count,legacy_primary_brand_examples,brand_entity_raw_examples,brand_entity_source_examples,brand_alias_source_examples,brand_alias_review_status_examples,example_product_names,example_off_brands_raw,example_image_urls,example_barcodes,julia_decision,julia_company_override,julia_note
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Finland,NORDICS|UK_IE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Caramel Macchiato,Starbucks,https://images.openfoodfacts.org/images/products/410/029/002/4758/front_en.29.400.jpg,4100290024758,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,snacks,France,FRANCE|DACH,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Peanut & Cashew Bar,Starbucks,https://images.openfoodfacts.org/images/products/506/008/870/3700/front_fr.4.400.jpg,5060088703700,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,Germany,DACH|US_CANADA,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Hot cocoa mix marshmallow, hot cocoa","Starbucks, Conifer Specialties Inc.",,54467050382,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Austria,DACH|FRANCE|SOUTHERN_EUROPE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Cappuccino,Starbucks,https://images.openfoodfacts.org/images/products/571/195/302/3972/front_en.81.400.jpg,5711953023972,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,France,FRANCE|DACH,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Hazelnut Macchiato,Starbucks,https://images.openfoodfacts.org/images/products/571/195/305/1258/front_de.33.400.jpg,5711953051258,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,Germany,DACH|UK_IE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Grande Cup - Caramel Macchiato Flavour,Starbucks,https://images.openfoodfacts.org/images/products/571/195/311/7879/front_de.28.400.jpg,5711953117879,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Germany,DACH|UK_IE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Caffè Latte,Starbucks,https://images.openfoodfacts.org/images/products/571/195/314/9764/front_en.15.400.jpg,5711953149764,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,France,FRANCE|BENELUX,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Vanilla Macchiato,Starbucks,https://images.openfoodfacts.org/images/products/571/195/316/3791/front_fr.3.400.jpg,5711953163791,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,France,FRANCE|DACH|UK_IE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Fairtrade DoubleShot Espresso Premium Coffee Drink,Starbucks,https://images.openfoodfacts.org/images/products/573/080/062/3059/front_de.26.400.jpg,5730800623059,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Austria,DACH|FRANCE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Caffè Latte,Starbucks,https://images.openfoodfacts.org/images/products/576/046/692/0537/front_en.124.400.jpg,5760466920537,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,France,FRANCE|UK_IE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,starbucks Chocolat poudre,Starbucks,https://images.openfoodfacts.org/images/products/761/328/759/8998/front_fr.16.400.jpg,7613287598998,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,Belgium,BENELUX|FRANCE|DACH,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,STARBUCKS by NESPRESSO Guatemala 10 capsules,"STARBUCKS,by NESPRESSO",https://images.openfoodfacts.org/images/products/761/328/785/5503/front_fr.51.400.jpg,7613287855503,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,snacks,Spain,SOUTHERN_EUROPE|US_CANADA,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Mini caramel waffles,Starbucks,https://images.openfoodfacts.org/images/products/076/211/130/1178/front_en.10.400.jpg,762111301178,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,snacks,France,FRANCE|US_CANADA,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Starbucks chocolaty cookie straws,Starbucks,https://images.openfoodfacts.org/images/products/076/211/134/9453/front_en.3.400.jpg,762111349453,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Canada,US_CANADA|FRANCE,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Yogurt parfait,Starbucks,https://images.openfoodfacts.org/images/products/076/211/171/3049/front_en.3.400.jpg,762111713049,,,
