normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
aldi,aldi,Aldi,direct,cereals,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Aldi retailer/private-label brand line.,Maple & Brown Sugar Instant Oatmeal | Frosted Flakes | Blueberry flax whole granola grain | Vitality Cereal Vainilla Almond | Honey Nut Crispy Oats,"Aldi, Millville | Aldi | Aldi | Aldi | Aldi",append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,18,Known Bel Group cheese brand.,"Boursin Gournay cheese | Boursin Cracked Black Pepper Soft White Cheese | Shallot & Chive Spreadable Gourmet Cheese | Boursin, gournay cheese, apple, cranberry & cinnamon, apple, cranberry & cinnamon | Boursin, gourmet spreadable cheese, garlic & herb",Boursin | Boursin | Boursin | Boursin | Boursin,append_candidate,direct,
le rustique,le rustique,Savencia,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Other / not mapped to a company,18,Known Savencia cheese brand.,Tomme fruitée | Le grand Rustique | le grand rustique | Le Rustique | Le Rustique Camembert 250g Offre éco | Coulommiers,"CF&R, Le Rustique, Savencia | CF&R, Jean Verrier, Le Rustique, Savencia | CF&R, Le Rustique, Savencia, jean verrier | CF&R, Jean Verrier, Le Rustique, Savencia | CF&R, Le Rustique, Savencia | Agropur, CF&R, Le Rustique",append_candidate,direct,
lidl,lidl,Lidl,direct,beverages,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Lidl retailer/private-label brand line.,Forte lungo | Icea tea | Mineralwasser still 6er Pack | Sirop cassis | Emmentaler,"Lidl | Lidl | Lidl | Lidl | Lidl, Penny",append_candidate,direct,
lidl,lidl,Lidl,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Lidl retailer/private-label brand line.,"butter | Harzer Käse | Chèvrelard | Le Gruyère, Gerieben | Yogourt framboise","lidl | Lidl | Lidl, Petit Chebra | Lidl | Lidl, Qualité Suisse",append_candidate,direct,
sainsburys,sainsburys,Sainsbury's,direct,cereals,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Sainsbury’s retailer/private-label brand line.,Porridge oats | Wholewheat biscuits | Pure Porridge Oats | Whole Scottish Porridge Oats | Fruit & nut muesli,"Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury's, Taste the difference, Tesco Taste the Difference",append_candidate,direct,
tesco,tesco,Tesco,direct,snacks,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Manual review / complex ownership,Manual review / complex ownership,18,Obvious Tesco retailer/private-label brand line.,Nice Biscuits | Custard Creams | MARSHMALLOWS | White Cooking Chocolate | Scottish Rough Oatcakes,Tesco | Tesco | TESCO | Tesco | Tesco,append_candidate,direct,
Carrefour Bio,carrefour bio,Carrefour,direct,cereals,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,17,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Muesli croustillant chocolat | Muesli croustillant | Muesli 5 céréales nature | Corn flakes | Croustillant Chocolat quinoa,"Carrefour BIO, Carrefour | Carrefour BIO,Carrefour | Carrefour BIO,Carrefour | Carrefour Bio,Carrefour | Carrefour Bio,Carrefour",append_candidate,direct,
Coca-Cola,coca-cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,17,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Cola Regular - Coca-cola - 1.5 Liters | Coca-Cola Collector 2013 | Coca-Cola | Coca Cola Original taste,Coca-Cola | Coca-Cola | Coca Cola | Coca-Cola | Coca-Cola,append_candidate,direct,
Smarties,smarties,Nestlé,market_scoped,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Nestlé,Manual review / complex ownership,17,Proposed company mapping is concrete; approve for launch.,SMARTIES Chocolat blanc Sachet 250g | SMARTIES Hexa Multipack 6x34g | Lapin en chocolat Klapperhase | Père Noël | SMARTIES poussin 85g,"Nestlé, Smarties | Nestlé, Smarties | Nestlé, Smarties | Nestlé, Smarties | Nestlé, Smarties",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
babybel,babybel,Bel Group,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,17,Known Bel Group cheese brand.,Babybel Mini Original Semisoft Cheese | Semisoft Cheese | Original mini semisoft cheeses | White cheddar | Mini Original Semisoft Cheese,Babybel | Babybel | Babybel | Babybel | Babybel,append_candidate,direct,
danonino,danonino,Danone,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Danone,17,Known Danone brand / brand line missing from proposed company mapping.,Danonino | Danonino gourde fraise banane 70 g x 4 | Danonino aux fruits fraise framboise abricot 100 g x 6 | Danoino aux fruits fraise framboise abricot 50 g x 6 | Danonino aux fruits panache 50 g x 24,"Danone, Danonino | Danone, Danonino, Danonino pouch | Danone, Danonino, Danonino fruits | Danone, Danonino, Danonino fruits | Danone, Danonino, Danonino fruits",append_candidate,direct,
lidl,lidl,Lidl,direct,beverages,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,17,Obvious Lidl retailer/private-label brand line.,"Original Unsweetened Almondmilk | Lemongrass & peppermint, green tea | Electrolyte water | Spring Water | Blueberry herbal tea",Lidl | Lidl | Lidl | Lidl | Lidl,append_candidate,direct,
sainsburys taste the difference,sainsburys taste the difference,Sainsbury's,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,17,Obvious Sainsbury’s retailer/private-label brand line.,Montagnolo affine | grana padano riserva d.o.p | AUTHENTIC GREEK YOGURT | Authentic Greek Yogurt | Comte,"sainsbury's taste the difference, Sainsburys | Sainsbury's taste the difference, Sainsbury's, Sainsburys | Sainsbury's taste the difference | Sainsbury's Taste the Difference | Sainsbury's taste the difference, Sainsbury's",append_candidate,direct,
st môret,st môret,Savencia,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership,17,Known Savencia cheese brand.,St moret legers | St moret leger 8%mg | Le Goût Primeur léger 8% mg | Le goût primeur | St Moret,St Moret | St Moret | St Moret | St Moret | St Moret,append_candidate,direct,
u bio,u bio,Système U,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Système U,Other / not mapped to a company,Manual review / complex ownership,17,Obvious Système U retailer/private-label brand line in France.,Petit-Beurre | Pains au lait nature | Biscuits épeautre et sésame | Pains au chocolat pur beurre | Pain aux raisins U bio,U Bio | U Bio | U bio | U Bio | U Bio,append_candidate,direct,
Carrefour Bio,carrefour bio,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,16,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crackers Espelta 3 semillas | Galletas de arroz inflado rellenas de chocolate y avellana | Chocolate negro | Petit beurre tablette Chocolat noir | Chocolate negro con almendras caramelizadas,"Carrefour BIO, Carrefour | Carrefour BIO, Carrefour | Carrefour BIO | Carrefour BIO, Carrefour | Carrefour BIO,Carrefour",append_candidate,direct,
Fitness,fitness,Nestlé,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,16,Known Nestlé brand / brand line missing from proposed company mapping.,Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel | Fitness Croquant d'avoine | Fitness nutritious energy CHOCOLATE | Fitness chocolat noisette | Fitness original grains entiers d'avoine complète | Fitness Bio | Nestle fitness honey and almond | Fitness Granila | Fitness granola | Fitness cup choco lait,"Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Fitness | Fitness | Fitness | Fitness | Fitness",append_candidate,direct,
Gatorade,gatorade,PepsiCo,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,16,Known PepsiCo brand / regional alias missing from proposed mapping.,"G Perform Thirst Quencher - Frost Glacier Freeze | Gatorade Fruit Punch | Gatorade - Sport Drink - Aromă de zmeură | Gatorade Pulver Lemon | Gatorade Poudre Goût Orange 350 GR, 1 Boîte",Gatorade | Gatorade | Gatorade | Gatorade | Gatorade,append_candidate,direct,
Schweppes,schweppes,Suntory Beverage & Food,market_scoped,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Suntory Beverage & Food,Suntory Beverage & Food,16,Proposed company mapping is concrete; approve for launch.,Tonic Water | Soda Water | zero sugar lemonade | Indian tonic water | Schweppes Tonic Water,Schweppes | Schweppes | Schweppes | Schweppes | Schweppes,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
aldi,aldi,Aldi,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,16,Obvious Aldi retailer/private-label brand line.,Flocons d'avoine | Harvest Morn Fruit & Fibre | MUESLI Chocolat & Amarante | Céréales fourrées Lait,"Aldi, Bon et Bio | Aldi | ALDI, simplement Bon et Bio | Aldi, Golden Bridge | Aldi,Swing",append_candidate,direct,
lidl,lidl,Lidl,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,16,Obvious Lidl retailer/private-label brand line.,muesli | Muesli | Granola protéiné | muesli croustillant bio choco | Froot Loops,"lidl | Lidl | Lidl, One Day More | Lidl | Lidl",append_candidate,direct,
président,président,Lactalis,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,16,Known Lactalis brand.,Beurre Tendre Demi Sel | Creme Fraiche | Beurre doux gastronomique | La Laiterie Bio - Beurre Moulé Doux | Beurre tendre,Président | President | Président | Président | Président,append_candidate,direct,
quaker,quaker,PepsiCo,direct,cereals,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,16,Known PepsiCo brand / regional alias missing from proposed mapping.,Instant oatmeal raisin date walnut | Cinnamon & Spice Instant Oatmeal Lower Sugar | Quaker original instant grits | life multigrain cereal | OATMEAL SQUARES BROWN SUGAR,Quaker | Quaker | Quaker | quaker | QUAKER,append_candidate,direct,
KitKat,kitkat,The Hershey Company,market_scoped,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,The Hershey Company,Other / not mapped to a company,15,Proposed company mapping is concrete; approve for launch.,"Breaking Bones | Sweet And Salty Snack Mix With Kit Kat Minis, Pretzels, Chocolate Wafer Bites, And Honey Roasted Almonds, Sweet And Salty | Kit Kat Miniatures Milk Chocolate Wafer Christmas Candy | Crisp Wafers In White Creme Bars, White Creme | Crisp Wafers In White Creme Miniatures, White",Kit Kat | KIT KAT | Kit Kat | KIT KAT | KIT KAT,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Lay's,lay's,PepsiCo,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Other / not mapped to a company,Other / not mapped to a company,15,Known PepsiCo brand / regional alias missing from proposed mapping.,Lay's Paysanne saveur fromage frais ail de Garonne et fines herbes | Horno Al punto de sal | Al punto de sal | Lay's Campesina 133GR | Xtra gusto barbecue,"Lay's, Lays | Lay's | Lay's | Lay's | Lay's | Lay's,PepsiCo | Lay's,PepsiCo",append_candidate,direct,
Oreo,oreo,Mondelēz International,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,15,Known Mondelēz brand / regional Cadbury routing outside US.,Mini golden Oreo | Oreo Spooky - Sabor vainilla | Oreo Original | Oreo Original | Oreo finas | Double Creme,"Oreo | Oreo | Oreo | Oreo | Oreo | Oreo,Mondelez",append_candidate,direct,
Smarties,smarties,Smarties Candy Company,market_scoped,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Smarties Candy Company,Smarties Candy Company,15,Proposed company mapping is concrete; approve for launch.,"Candy rolls | Original Minis Candy Rolls, Original | Trick or Sweet original candy rolls | Candy | candy rolls",Smarties | Smarties | Smarties | Smarties | Smarties,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
aldi,aldi,Aldi,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,15,Obvious Aldi retailer/private-label brand line.,Bio Hartkäse Emmentaler | Cheddar kräftig | Ziegenfrischkäse - Natur | Lait demi-écrémé | Fondue suisse,"Aldi | Aldi | Aldi, Roi de Trefle | Aldi,Milsani | Aldi",append_candidate,direct,
