query_category,observed_market_region_codes,current_primary_brand,proposed_primary_brand,detected_portfolio_group,detection_source,detection_reason,record_count,example_product_names,example_raw_brands
beverages,FRANCE,nestle,nespresso,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,"NESPRESSO | Nespresso | Nespresso Decaffeinato | Nespresso Kazaar 50 Capsules | Nespresso Variations Vanilio, Intensity 6, 10 Capsules",nestlé | nestlé | nestlé | nestlé | nestlé
snacks,UK_IE,nestle,milkybar,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,Milkybar white chocolate buttons | Milkybar imp | Milkybar | Milkybar Speculoos | Milkybar,nestle | nestle | nestle | nestlé | nestlé
snacks,US_CANADA,hershey,hershey,,no_change,no more-specific Top 9 portfolio brand detected,6,"Milk Chocolate Bar | Hershey Assorted Flavored Snack Size Candy, Party Pack 33.08 oz | Whozeewhatzit | Mounds Dark Chocolate | 5th Avenue",hershey | hershey | hershey | hershey | hershey
beverages,FRANCE,danone,danone,,no_change,no more-specific Top 9 portfolio brand detected,6,Source de joie | Boisson abricot pêche céréales Danao | Danup | Activiabdrink Fraise+kiwi | Aïn saïss,danone | danone | danone | danone | danone
snacks,FRANCE|US_CANADA,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,6,"Chocolate sandwich cookies | Basil & garlic woven with quinoa seeds crackers, basil & garlic | Grahams Crackers | Sour patch soft candy big bag fat free1x9 oz | Sout patch kids peg bag",mondelez | mondelez | mondelez | mondelez | mondelez
beverages,FRANCE,diet pepsi,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,6,"Pepsi Zéro sucres saveur cerise 1,5 L | Pepsi Zéro sucres 2 L maxi format | Pepsi Zéro sucres format familial lot de 4 x 1,5 L | Pepsi Zéro sucres 1 L | Pepsi Zéro sucres 5 x 1,5 L + 1 offerte","diet pepsi, pepsi, pepsi max, pepsi zero, pepsico | diet pepsi, pepsi, pepsi zero | diet pepsi,pepsi,pepsi zero,pepsico | diet pepsi, pepsi, pepsi zero, pepsico | diet pepsi, pepsi, pepsi zero"
beverages,FRANCE,fanta,fanta,,no_change,no more-specific Top 9 portfolio brand detected,6,Fanta Orange | Fanta | Fanta Saveur Pomme & Cerise | Fanta zéro citron frappé | Fanta,"fanta, mcdonald's, the coca cola company | fanta the coca-cola company coca-cola | fanta, the coca cola company | fanta, fanta-light, the coca-cola company | fanta, the coca-cola company"
beverages,FRANCE,coca cola,sprite,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,Sprite | Sprite Zéro | Sprite | Sprite | Sprite 1.25,"coca-cola | coca-cola | coca-cola company | coca-cola | coca cola, coca-cola"
snacks,UK_IE,nestle,kitkat,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,Kitkat Chunky Funky | kitkat | KitKat original | KitKat Chunky | KitKat Family Pack 14pk,nestle | nestle | nestlé | nestle | nestlé
beverages,FRANCE,pure leaf,pure leaf,,no_change,no more-specific Top 9 portfolio brand detected,6,Tea pure leaf | Pure Leaf Thé Vert Bio Menthe 15 Sachets | Pure Leaf Thé Noir Bio Darjeeling 120g Vrac | Pure Leaf Thé Vert Bio Fraise Menthe 15 Sachets | Thé noir Chai,"pure leaf, unilever | pure leaf, unilever | pure leaf, unilever | pure leaf, unilever | pure leaf, unilever"
snacks,DACH|FRANCE,milka,milka,,no_change,no more-specific Top 9 portfolio brand detected,6,Milka Tablette Noisette | Milka Pralinés | Sweet Winter Schokolade | Zarte Momente - Nuß-Mix | Peanut Crisp,"milka, mondelez | milka, mondelez | milka, mondelez | milka,mondelez | milka, milka mondelez international"
dairies,FRANCE|US_CANADA,nestle,coffee mate,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,Coffee mate the original coffee creamer | Nestle coffee mate powdered coffee creamer french vanilla | The Original Coffee mate Rich & Smooth | Hazelnut Coffee Mate | French Vanilla Coffee Mate,nestlé | nestlé | nestle | nestlé | nestlé
snacks,US_CANADA,mondelez,ritz,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,Nabisco ritz crackers snowflake 1x13.700 oz | Nabisco ritz crackers whole wheat 1x12.9 oz | end cap Ritz crackers everything flavour 1x13.7 oz | ritz crackers | ritz crackers original,mondelez | mondelez | mondelez | mondelez | mondelez
dairies,FRANCE,nestle,le lait concentre sucre,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,6,NESTLE® Lait Concentré Sucré à pâtisser lait demi-écrémé boîte 1kg | NESTLE® Lait Concentré Sucré Sans Lactose à pâtisser boîte 387g | NESTLE Lait concentré sucré en tube Caramel 450g | NESTLE Lait concentré sucré en tube Chocolat 450g | NESTLE Lait concentré sucré 4% Tube 165g,"nestlé, le lait concentre sucre | nestlé, le lait concentre sucre | nestlé, le lait concentre sucre | nestlé, le lait concentre sucre | nestlé,le lait concentre sucre"
dairies,FRANCE,nestle,le viennois,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,6,Le Viennois Création Chocolat | Le Viennois Saveur Fraise | Le Viennois Chocolat Saveur Noisette | Le Viennois (Compote Pomme) | Le Viennois (Compote Pomme Banane),"nestlé,le viennois | nestlé, le viennois | nestlé, le viennois | nestlé, le viennois | nestlé, le viennois"
snacks,FRANCE,lou cocal,lou cocal,,no_change,no more-specific Top 9 portfolio brand detected,6,Nonettes aux Noix du Périgord | Noix Du Périgord Aop Au Chocolat | Gâteau aux noix du Périgord | Noix du Périgord AOP Grillées au caramel | Cookie artisanal thé miel,lou cocal | lou cocal | lou cocal | lou cocal | lou cocal
cereals,FRANCE|SOUTHERN_EUROPE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,6,Golden grahams | Nestle Shredded Wheat | Mel | Golden Grahams | Cereali a forma di biscotto Cookie Crisp,nestlé | nestlé | nestlé | nestlé | nestlé
beverages,FRANCE|US_CANADA,lipton,lipton,,no_change,no more-specific Top 9 portfolio brand detected,6,Diet Green Tea Citrus | Iced Tea Peach | Black iced tea mix | Lipton Diet Lemon Iced Tea Mix | Sweetened iced tea mix,"lipton, unilever | lipton, unilever | lipton, unilever | lipton, unilever | lipton, unilever"
snacks,FRANCE|DACH,nestle,lion,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,6,NESTLE LION Getreideriegel Multipack ( | Lion Snacksize 6er Multipack | Lion 2er | Lion black white | Lion - Coconut,nestlé | nestlé | nestlé | nestlé | nestlé
beverages,FRANCE,danone,taillefine,Danone,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,6,Taillefine Fiz Agrumes | Taillefine Fiz Citron | Fiz. | Taillefine Fiz Fruits Rouges | Fiz Citron Vert,"danone, taillefine, taillefine fiz | danone, taillefine, taillefine fiz | danone, taillefine | danone, taillefine, taillefine fiz | danone, taillefine, taillefine fiz"
dairies,FRANCE,danone,fjord,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,6,Fjord myrtille sauvage | Fjord nature 125 g x 8 | Fjord nature 125 g x 4 | Fjord bio nature 120 g x 4 | Fjord coco,"danone, fjord | danone, fjord, fjord nature | danone, fjord, fjord nature | danone, fjord, fjord nature | danone, fjord"
dairies,FRANCE|SOUTHERN_EUROPE,actimel,actimel,,no_change,no more-specific Top 9 portfolio brand detected,6,Actimel 0% | Actimel original nature | Actimel bianco | Actimel Fragola | Actimel multifrutti,"actimel, danone | actimel, danone | actimel, danone | actimel,danone | actimel, danone"
beverages,FRANCE|DACH,lipton,lipton,,no_change,no more-specific Top 9 portfolio brand detected,6,Lipton Yellow Thé Noir 200g Vrac | Thé Vert Menthe (25 sachets enveloppés) | Lipton Thé Vert Marrakech Mint 20 Sachets | Lipton Tchaé Thé Vert Menthe 25 Sachets | Lipton Ice Tea saveur Citron Citron Vert,"lipton, unilever | lipton, unilever | lipton, unilever | lipton, unilever | lipton, unilever"
snacks,US_CANADA|FRANCE,hersheys,hersheys,,no_change,no more-specific Top 9 portfolio brand detected,6,Hershey's creamy milk chocolate | Chipits Pure Semi-Sweet Chocolate Chips | Creamy Milk Chocolate Bar | Cherry Blossom | Hershey's Cookies 'N' Cream,hershey's | hershey's | hershey's | hershey's | hershey's
dairies,FRANCE,danone,oikos,Danone,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,5,Banane Caramélisée | Oikos myrtille exquise | Dan. oikos Cerise-choc. | Oikos yaourt greco nature sucree | Danone oikos,"danone, oikos | danone, oikos | danone, oikos | danone, oikos | danone, oikos"
dairies,US_CANADA|FRANCE,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,5,Nabisco easy cheese pasteurized cheese snack bacon 1x8.000 oz | Fromage Singles | Beurre d'arachide Tout Naturel | Cheez Whiz | Cheez whiz,kraft | kraft | kraft | kraft | kraft
dairies,FRANCE,danone,jockey,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,5,"Jockey | Jockey Avec du bon lait entier (8 % MG) | Yaourt stracciatella Jockey | Jockey Aux Fraises (4,1 % MG) | Jockey 3% de mg nature 100 g x 8","danone, jockey | danone, jockey | danone,jockey,jockey fruits | danone, jockey | danone, jockey, jockey natural"
snacks,UK_IE,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,5,turkish delight | Soft sponge cake with chocolate filling | sour squirms | Wispa Gold,mondelez | mondelez | mondelez | mondelez | mondelez
,FRANCE,nestle,clusters,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,5,Clusters Muesli Chocolat au lait | Clusters Chocolat au Lait | Clusters Crunchy Muesli Caramel | Clusters chocolat | CLUSTERS Amandes céréales petit déjeuner,"nestlé, clusters | nestlé, clusters | nestlé, clusters | nestlé, clusters | nestlé, clusters"
,FRANCE,lu,lu,,no_change,no more-specific Top 9 portfolio brand detected,5,Heudebert - Biscottes fibres+ | Cracotte original | Les gourmands Pelletier Biscottes Tradition | Pain grillé blé complet | Le pain grillé au Sésame,"lu, mondelez | lu, mondelez | lu, mondelez, pelletier | lu, mondelez, pelletier | lu, mondelez, pelletier"
dairies,FRANCE|SOUTHERN_EUROPE,danone,oikos,Danone,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,5,Oikos fruit de la passion | Oikos tentaciones tarta de arándanos | Oikos Mediterráneo | Oikos yogur griego natural | Oikos crunch avellana y caramelo,danone | danone | danone | danone | danone
dairies,FRANCE|SOUTHERN_EUROPE,danone,danonino,Danone,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,5,Danonino maxi sabor fresa | danonino fresa | Danonino | Danonino | Danonino para llevar sabor fresa y plátano,danone | danone | danone | danone | danone
snacks,US_CANADA,nestle,toll house,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,5,Caramel Morsels | Premier White Morsels | Milk Chocolate Morsels | Plant Based Chocolate Morsels | Semi-Sweet Mini Morsels,"nestlé toll house | nestlé toll house | nestle toll house | nestle toll house | nestle, nestlé toll house"
beverages,US_CANADA,nestle,nestle pure life,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,5,Still water Beverage with Potassium - Orange Flavored | Pure Life Plus active with Potassium (orange flavor) Enhanced Water | Nestle pure life revive | Pure life | Purified Drinking water,"nestle pure life,nestle waters, nestlé | nestle,nestle pure life | nestle pure life,nestle | nestle pure life,nestle | nestlé,nestle pure life,pure life"
cereals,BENELUX|FRANCE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,5,Clusters Amandes | Golden grahams | Clusters | Clusters Granola Crunchy muesli | Clusters,nestlé | nestlé | nestlé | nestlé | nestlé
beverages,US_CANADA,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,5,"Country Time Black Cherry Lemonade | Country Time Lemonade | Lemon Iced Tea Flavored Drink Mix, Lemon Iced Tea","kraft foods | kraft heinz | kraft foods | kraft, country time | kraft"
snacks,DACH|BENELUX|FRANCE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,5,Clusters barre crunchy choco | Clusters Caramel Choco | CLUSTERS almonds seeds barres de céréales | Clusters crunchy choco | Clusters Caramel & Choco,nestlé | nestlé | nestlé | nestlé | nestlé
dairies,FRANCE,nestle,ptit onctueux,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,5,NESTLE P'TIT ONCTUEUX au Fromag Blanc Saveur Natur Sucré8x100gDès6mois | NESTLÉ P'TIT ONCTUEUX au Fromage Blanc Fruits Exotiques 4x100gDès6mois | NESTLE P'TIT ONCTUEUX BIO Nature au Sucre de Canne 4x90g | NESTLÉ P'TIT ONCTUEUX Nature au Fromage Blanc - 4 x 90g - Dès 6 mois | NESTLÉ P'TIT ONCTUEUX Sans Sucres Ajoutés Mangue Ananas 4x90g - Dès 6 mois,"nestlé, p'tit onctueux | nestlé, p'tit onctueux | nestlé, p'tit onctueux | nestlé, p'tit onctueux | nestlé, p'tit onctueux"
dairies,FRANCE,nestle,nido,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,5,Nido Lait entier en poudre | Nido | Lait Entier Poudre Nido | NIDO | Nido,nestlé | nestlé | nestlé | nestlé | nestlé
dairies,BENELUX|FRANCE,danone,danio,Danone,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,5,"Danio nectarine-framboise | Danio Spécialité Au Fromage Frais - Fraises 180gr | Danio Exotic | Danio, Waldbeere | Danio",danone | danone | danone | danone | danone
snacks,FRANCE,mondelez,oreo,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,5,Oreo | Oreo | Oreo | Oreo | Oreo Crispy and Thin,mondelez | mondelez | mondelez | mondelez | mondelez
beverages,BENELUX|FRANCE,aquarius,aquarius,,no_change,no more-specific Top 9 portfolio brand detected,5,Aquarius Blueberry | Aquarius Red Peach | Aquarius Green Splash Pet 6X50CL 4-pack | Lemon Still Water | Aquarius red peach,"aquarius, the coca-cola company | aquarius, the coca-cola company | aquarius, the coca-cola company | aquarius, the coca-cola company | aquarius, the coca-cola company"
beverages,US_CANADA,unilever,unilever,,no_change,no more-specific Top 9 portfolio brand detected,5,"Maizena atole | Maizena, Fortified Corn Starch Beverage Mix, Coconut Flavor Artificially Flavored | Fortified Corn Starch Beverage Mix, Chocolate | Tazo Passion | Lipton Ice Tea Peach Zero Sugar",unilever | unilever | unilever | unilever | unilever
beverages,UK_IE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,5,"GOLD Cappuccino Unsweetened Taste Coffee, 8 Sachets x | 3in1 Fresher Richer | Gold Non-Dairy Coconut Latte Instant Coffee x 6 Sachets | Alta rica gold blend | Instant Coffee Blend Alta Rica",nestle | nestlé | nestlé | nestlé | nestlé
beverages,FRANCE|BENELUX,starbucks,by nespresso,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,5,STARBUCKS By NESPRESSO House Blend (18 capsules) | STARBUCKS By NESPRESSO House Blend 10 capsules | STARBUCKS By NESPRESSO Espresso Roast X18 | STARBUCKS By NESPRESSO Espresso Roast 10 capsules | STARBUCKS By NESPRESSO Espresso Roast Décaféiné 10 capsules,"starbucks, by nespresso | starbucks, by nespresso | starbucks, by nespresso | starbucks, by nespresso | starbucks, by nespresso"
