normalized_brand,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,primary_brand_db,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
u bio,Système U,direct,snacks,FRANCE,FRANCE,u bio,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Système U,Other / not mapped to a company,Manual review / complex ownership,17,Obvious Système U retailer/private-label brand line in France.,Petit-Beurre | Pains au lait nature | Biscuits épeautre et sésame | Pains au chocolat pur beurre | Pain aux raisins U bio,U Bio | U Bio | U bio | U Bio | U Bio,append_candidate,direct,
lidl,Lidl,direct,beverages,US_CANADA,US_CANADA,lidl,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,17,Obvious Lidl retailer/private-label brand line.,"Original Unsweetened Almondmilk | Lemongrass & peppermint, green tea | Electrolyte water | Spring Water | Blueberry herbal tea",Lidl | Lidl | Lidl | Lidl | Lidl,append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,dairies,UK_IE,UK_IE,sainsburys taste the difference,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,17,Obvious Sainsbury’s retailer/private-label brand line.,Montagnolo affine | grana padano riserva d.o.p | AUTHENTIC GREEK YOGURT | Authentic Greek Yogurt | Comte,"sainsbury's taste the difference, Sainsburys | Sainsbury's taste the difference, Sainsbury's, Sainsburys | Sainsbury's taste the difference | Sainsbury's Taste the Difference | Sainsbury's taste the difference, Sainsbury's",append_candidate,direct,
Nescafé,Nestlé,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,nescafé,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,17,Known Nestlé brand / brand line missing from proposed company mapping.,"Latte | Nescafé Gold | Nescafé Gold dessert | NESCAFÉ® Cappuccino Noisette, Café soluble, Boîte de 270g | NESCAFE Cappucino intenso | NESCAFÉ NES, Café Soluble, Boîte de 25 Sticks (2g chacun) | Nescafé Cappuccino | STARBUCKS by NESCAFE DOLCE GUSTO Latte Macchiato 129g | Nescafé, Gold cappuccino, Cappuccino | NESCAFE Cappuccino Intenso, Café soluble, Boîte de 10 sticks (12,5g chacun) | STARBUCKS By NESPRESSO Espresso Roast 12 Capsules 66g","Nescafé | Nescafé | Nescafé | Nescafé, Cappuccino | Nescafe | Nestlé, Nes, Nescafe | Nestlé, Nescafé | Nescafé, Starbucks, White latte macchiato | Cappuccino,Gold cappuccino,Nescafé | Cappuccino intenso, Nescafé | Dark espresso roast, Nescafé, Starbucks",append_candidate,direct,
lion,Nestlé,direct,snacks,FRANCE,FRANCE,lion,France | Belarus | Egypt,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,17,Known Nestlé brand / brand line missing from proposed company mapping.,LION Céréales Barres (12x25g) | NESTLE LION Barres de Céréales (8+4)x25g | Barres Lion | LION barre chocolatée Format Familial 11 x 42g | LION MINI Barres chocolatées - sachet 1kg | Football gums | Lion Glacé | Peanut Barre | Lion Mini 198G Pack | Barre chocolatée | Lion | Lion Peanut,"Nestlé, Lion | Nestlé, Lion | Nestlé, Lion | Nestlé, Lion | Nestlé, Lion | Lion | Lion | Lion, Nestlé | Lion | Lion, Nestlé | Nestlé, Lion",append_candidate,direct,
Nescafé Dolce Gusto,Nestlé,direct,beverages,FRANCE|DACH,FRANCE|DACH,nescafé dolce gusto,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Other / not mapped to a company | Manual review / complex ownership,16,Known Nestlé brand / brand line missing from proposed company mapping.,"DOLCE GUSTO espresso | Capsules NESCAFE Dolce Gusto Espresso 30 Capsules | Coffret Famille | Cappuccino intenso | Capsules NESCAFÉ Dolce Gusto Cappuccino 30 Capsules 349,5g | crema d‘oro | Espresso extra crema | Capsules NESCAFÉ DOLCE GUSTO NESQUIK 30 Capsules 480g | STARBUCKS by NESCAFE DOLCE GUSTO Toffee Nut Latte 127,8g | Mocha | Cappuccino Light Skinny Leggero | Nescafe cafe au lait deca | Café au Lait | Latte Macchiato Unsweetened | Nescafé Dolce Gusto - Ricoré Latte | Capsules NESCAFE DOLCE GUSTO Marrakech Tea","Dolce gusto, Nescafé | Dolce gusto, Nescafé | Dolce Gusto, Nescafé, Nescafé Dolce Gusto | Dolce Gusto, Nescafé | Dolce gusto, Nescafé | Dallmayr, Dolce Gusto, Nescafé | Dolce Gusto | Dolce Gusto By Nescafé, Dolce gusto, Nescafe | Seasonal latte, STARBUCKS, White, by NESCAFE DOLCE GUSTO | Nescafé Dolce Gusto | Nescafe Dolce Gusto | NESCAFÉ Dolce Gusto | Nescafe, Nescafé Dolce Gusto Café au Lait | Nescafe, Nescafé Dolce Gusto | Nestlé, Dolce gusto, Nescafe | Nestlé,Dolce gusto,Nescafe,Nescafé Dolce Gusto",append_candidate,direct,
Lay's,PepsiCo,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,lay's,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Other / not mapped to a company,Other / not mapped to a company | Manual review / complex ownership,16,Known PepsiCo brand / regional alias missing from proposed mapping.,Lay's Paysanne saveur fromage frais ail de Garonne et fines herbes | Horno Al punto de sal | Al punto de sal | Lay's Campesina 133GR | Xtra gusto barbecue | Patatas fritas Cheese & Onion bolsa 170 g,"Lay's, Lays | Lay's | Lay's | Lay's | Lay's | Lay's,PepsiCo | Lay's,PepsiCo | Lay´s",append_candidate,direct,
lidl,Lidl,direct,cereals,FRANCE,FRANCE,lidl,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,16,Obvious Lidl retailer/private-label brand line.,muesli | Muesli | Granola protéiné | muesli croustillant bio choco | Froot Loops,"lidl | Lidl | Lidl, One Day More | Lidl | Lidl",append_candidate,direct,
Carrefour Bio,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,carrefour bio,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,16,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crackers Espelta 3 semillas | Galletas de arroz inflado rellenas de chocolate y avellana | Chocolate negro | Petit beurre tablette Chocolat noir | Chocolate negro con almendras caramelizadas,"Carrefour BIO, Carrefour | Carrefour BIO, Carrefour | Carrefour BIO | Carrefour BIO, Carrefour | Carrefour BIO,Carrefour",append_candidate,direct,
aldi,Aldi,direct,cereals,FRANCE,FRANCE,aldi,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,16,Obvious Aldi retailer/private-label brand line.,Flocons d'avoine | Harvest Morn Fruit & Fibre | MUESLI Chocolat & Amarante | Céréales fourrées Lait,"Aldi, Bon et Bio | Aldi | ALDI, simplement Bon et Bio | Aldi, Golden Bridge | Aldi,Swing",append_candidate,direct,
aldi,Aldi,direct,dairies,FRANCE|DACH,FRANCE|DACH,aldi,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,15,Obvious Aldi retailer/private-label brand line.,Bio Hartkäse Emmentaler | Cheddar kräftig | Ziegenfrischkäse - Natur | Lait demi-écrémé | Fondue suisse,"Aldi | Aldi | Aldi, Roi de Trefle | Aldi,Milsani | Aldi",append_candidate,direct,
Smarties,Smarties Candy Company,market_scoped,snacks,US_CANADA,US_CANADA,smarties,United States,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Smarties Candy Company,Smarties Candy Company,15,Proposed company mapping is concrete; approve for launch.,"Candy rolls | Original Minis Candy Rolls, Original | Trick or Sweet original candy rolls | Candy | candy rolls",Smarties | Smarties | Smarties | Smarties | Smarties,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
carrefour,Carrefour,direct,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,carrefour,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,15,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Liégeois Saveur vanille sur lit de caramel | Bûche de Chèvre | Tiramisu au Café | MOZZARELLA | Queso rallado emmental,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
Walkers,PepsiCo,direct,snacks,FRANCE|UK_IE,FRANCE|UK_IE,walkers,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,15,Known PepsiCo brand / regional alias missing from proposed mapping.,Portion shortbread fingers | Chocolate Chip Shortbread | Cheese Flavour Potato Snacks Multipack (Walkers) | PUNCHY PAPRIKA | Sensations Roasted Chicken & Thyme Flavour Potato Crisps | Crinkles Simply Salted Crisps 6 x | Grainwaves Sour Cream & Cracked Black Pepper Flavour,"WALKER'S | Walkers | Walkers | WALKERS | Walkers | Crinkles, Walkers | PepsiCo, Sunbites, Walkers",append_candidate,direct,
casino bio,Groupe Casino,direct,snacks,FRANCE,FRANCE,casino bio,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Groupe Casino,Other / not mapped to a company,Manual review / complex ownership,15,Obvious Casino retailer/private-label brand line.,Cookies aux pépites de chocolat noir | P'tits biscuits fourrage au lait | Cookies Noisettes & Chocolat | Boudoirs | BISCUIT Cranberries et spiruline,Casino Bio | CASINO BIO | Casino bio | Casino Bio | Casino Bio,append_candidate,direct,
Nescafé,Nestlé,direct,beverages,US_CANADA,US_CANADA,nescafé,United States | Costa Rica | Mexico,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,15,Known Nestlé brand / brand line missing from proposed company mapping.,"Taster's Choice 100% Colombian | Nescafe, coffee-mate, instant coffee mix, french vanilla, french vanilla | NESCAFÉ CLÁSICO | Taster's Choice French Roast | Gold Espresso Intense Coffee | Nescafe Clasico | Café de olla",Nescafé | Nescafé | NESCAFÉ | Nescafe | NESCAFÉ | Nescafé,append_candidate,direct,
danone,Danone,direct,beverages,FRANCE,FRANCE,danone,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Danone,Danone,15,Proposed company mapping is concrete; approve for launch.,Danonino fraise | Calisma Lait de Croissance | La Salvetat | La salvetat | Source de joie,"Danone | Danone, Gallia | Danone, La Salvetat, Salvetat | Danone, La Salvetat | Danone",append_candidate,direct,
auchan,Auchan,direct,cereals,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,auchan,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,15,Obvious Auchan retailer/private-label brand line.,Cereales souffles miel | Boules chocolat | Muesli 7 fruits croustillant | Flocons d'avoine,Auchan | Auchan | Auchan | Auchan | Auchan,append_candidate,direct,
babybel,Bel Group,direct,dairies,FRANCE|DACH,FRANCE|DACH,babybel,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,14,Known Bel Group cheese brand.,Mini Babybel | Mini Babybel Goat x6 | Mini Babybel light | Mini-Babybel x6 | Babybel,"Babybel | Babybel, Mini babybel, bel | Babybel | Babybel, Fromageries Bel, Mini babybel | Babybel",append_candidate,direct,
Activia,Danone,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,activia,France | Andorra,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership | Danone,14,Known Danone brand / brand line missing from proposed company mapping.,Activia bifidus nature 0% de mg 125 g x 8 | Activia fruits 125 g x 4 abricot | Activia fruits 125 g x 4 mangue | Yaourt | Naturale | Shot probiotiques gingembre | Activia mangue papaye | Activia morango e kiwi 0% M.G. | Activia | Fibre bianco cereali | Avtivia fibras cereal,"Activia,Danone | Activia,Danone | Activia, Activia yoghurt fruits, Danone | Activia, Danone | Activia,Danone | Activia | Activia | Activia | Danone, Activia | Danone, Activia | Activia, Danone",append_candidate,direct,
leclerc,E.Leclerc,direct,snacks,US_CANADA,US_CANADA,leclerc,United States | Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,14,Obvious E.Leclerc retailer/private-label brand line.,Chewy Granola Bars | Mini cookie factory | Fruit & Oat Bar | Go Pure - Fruit & Oat Bar | Pattes d’ours | Biscuits bâtonnets - Chocolat au lait - Célébration,Leclerc | Leclerc | Leclerc | Leclerc | Leclerc | Leclerc,append_candidate,direct,
Pepsi,PepsiCo,direct,beverages,FRANCE|DACH,FRANCE|DACH,pepsi,France | Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,14,Known PepsiCo brand / regional alias missing from proposed mapping.,"Pepsi | Pepsi | Pepsi Max Cherry | Pepsi cola | 7up, Grapefruit | Miranda | Pepsi | Pepsi MAX | Pepsi Max | Pepsi, Cola | Soda Mix","Pepsi | Pepsi | Pepsi | Pepsi | Pepsi | Pepsi, Pepsico | Pepsi,Pepsico | Pepsi, Pepsico | Pepsi, PepsiCo | Pepsi, Pepsi-Cola, Pepsico | Pepsi",append_candidate,direct,
Actimel,Danone,direct,dairies,UK_IE,UK_IE,actimel,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership | Danone,14,Known Danone brand / brand line missing from proposed company mapping.,Original Yogurt Drink | Actimel | Multifruit Yogurt Drink | Actimel Strawberry 0% Added Sugar 0% Fat | Actimel Kids - Strawberry Banana | Multifruit x 8 | Actimel Kids,"Actimel | Actimel | Actimel | Actimel, | Actimel | Actimel,Danone | Danone,Actimel",append_candidate,direct,
tesco,Tesco,direct,dairies,FRANCE,FRANCE,tesco,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Manual review / complex ownership,Manual review / complex ownership,14,Obvious Tesco retailer/private-label brand line.,Low fat greek style natural yogurr | Tesco Finest Clotted Cream 227G | Irish Low Fat Milk | Irish Whole Milk | Spreadable Goat's Cheese,"Tesco | Tesco, Tesco Finest | Tesco | Tesco | Tesco",append_candidate,direct,
Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,FRANCE|DACH,FRANCE|DACH,capri sun,France | Czech Republic,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners | Other / not mapped to a company,14,Proposed company mapping is concrete; approve for launch.,"Mystic Dragon | Pure Fruit & Water Tropical | Sirop multivitamin | Caprisun sirop multivitamin | Capri-Sun Multi Zero | Capri-sonne Elfentrank | Caprisonne, Multivitamin | Capri-Sun | Capri-Sun Monsteralarm","Capri-Sun | Capri-Sun | Capri-sun | Capri-Sun | Capri-Sun | Capri-Sonne, Capri-Sun | Capri-Sonne, Capri-Sun | Aux caprices de jess, Capri-Sonne, Capri-Sun | Capri-Sun",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
