normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
philadelphia,philadelphia,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Philadelphia Original | philadelphia original | Lactose free | Light & Tasty - Soft Cheese Dip & Breadsticks | Soft Cheese Dip & Breadsticks,Philadelphia | Philadelphia | Philadelphia | Philadelphia | Philadelphia,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pringles Paprika | Pringles Paprika 130G | Tuiles Pringles Emmental | pringles paprika 70gr | Pringles,Pringles | Pringles | Pringles | Pringles | PRINGLES,append_candidate
président,président,Lactalis,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,16,Known Lactalis brand.,Beurre Tendre Demi Sel | Creme Fraiche | Beurre doux gastronomique | La Laiterie Bio - Beurre Moulé Doux | Beurre tendre,Président | President | Président | Président | Président,append_candidate
quaker,quaker,PepsiCo,direct,cereals,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,16,Known PepsiCo brand / regional alias missing from proposed mapping.,Instant oatmeal raisin date walnut | Cinnamon & Spice Instant Oatmeal Lower Sugar | Quaker original instant grits | life multigrain cereal | OATMEAL SQUARES BROWN SUGAR,Quaker | Quaker | Quaker | quaker | QUAKER,append_candidate
simply,simply,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Simply good friends, 100% pure orange juice | Simply Lemonade with Raspberry | Light Lemonade, Light | Simply Lemonade | Simply Lemonade","Simply, Borden Inc. | Simply | Simply | Simply | Simply",append_candidate
snickers,snickers,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Peanut butter squared singles size chocolate | Snickers Crisp | Snickers Minis 15er | Snickers Sticks | Snickers minis | Snickers (12 Stück) | Snickers x5 | Snickers Caramel | Snickers White | Snickers Miniatures,"Snickers | SNICKERS | Snickers, Mars | Snickers | Snickers | Mars, Snickers | Mars, Mars Chocolat, Mars Incorporated, Snickers | Mars, Snickers | Mars, Snickers | Mars, Snickers | Mars GmbHMars, Snickers",append_candidate
starbucks,starbucks,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Starbucks frappuccino | Peach & Passion Yoghurt | Tropical Mango | Caffe latte | MACCHIATO NOISETTTE,Starbucks | Starbucks | Starbucks | Starbucks | Starbucks,append_candidate
trolli,trolli,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Party mix | Gummi Burger | Saure Glühwürmchen | Trolli fun for all | Rote Früchte Miniringe,"Trolli, Sweet Corner | Trolli | Trolli | Trolli | Trolli",append_candidate
yoplait,yoplait,Manual review / complex ownership,manual_review,dairies,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,16,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Ile Gourmande (6 Pots) | Calin + | Fromage Blanc | Panier de Yoplait | Yopa! Craquant sur lit de graines & pêche abricot (2,5% MG)","Yoplait, Île Gourmande | Yoplait | yoplait | Yoplait | Yoplait",append_candidate
Cadbury,cadbury,The Hershey Company,direct,snacks,UK_IE|US_CANADA,UK_IE|US_CANADA,United Kingdom,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,The Hershey Company,The Hershey Company,15,Proposed company mapping is concrete; approve for launch.,Picnic | Cadbury dairy milk chocolate egg eggheads | Caramel egg | Dairy Milk Freddo Chocolate Bar 6 Pack | Cadbury dairy milk chocolate bar lu sweet biscuits,Cadbury | Cadbury | Cadbury | Cadbury | Cadbury,append_candidate
Carnation,carnation,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Breakfast essentials packets | Rich milk chocolate instant breakfast packets in box | Chocolate high protein complete nutritional drink | BREAKFAST ESSENTIALS Nutritional Powder Drink Mix Rich Milk Chocolate | Coronation breakfast, essentials, high protein, vanilla",Carnation | Carnation | Carnation | Carnation | Carnation,append_candidate
Cheetos,cheetos,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cheetos Flaming hot 1.25pm | Cheetos Puffs Sweet And Spicy | Twisted Sweet & Spicy | Walkers Salt Vinegar Crisps 6pk | Cheetos Crunchy Cheese,Cheetos | Cheetos | Cheetos | Cheetos | Cheetos,append_candidate
KitKat,kitkat,The Hershey Company,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,The Hershey Company,Other / not mapped to a company,15,Proposed company mapping is concrete; approve for launch.,"Breaking Bones | Sweet And Salty Snack Mix With Kit Kat Minis, Pretzels, Chocolate Wafer Bites, And Honey Roasted Almonds, Sweet And Salty | Kit Kat Miniatures Milk Chocolate Wafer Christmas Candy | Crisp Wafers In White Creme Bars, White Creme | Crisp Wafers In White Creme Miniatures, White",Kit Kat | KIT KAT | Kit Kat | KIT KAT | KIT KAT,append_candidate
Lay's,lay's,PepsiCo,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Other / not mapped to a company,Other / not mapped to a company,15,Known PepsiCo brand / regional alias missing from proposed mapping.,Lay's Paysanne saveur fromage frais ail de Garonne et fines herbes | Horno Al punto de sal | Al punto de sal | Lay's Campesina 133GR | Xtra gusto barbecue,"Lay's, Lays | Lay's | Lay's | Lay's | Lay's | Lay's,PepsiCo | Lay's,PepsiCo",append_candidate
Maxwell House,maxwell house,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"French Vanilla Cafe-Style Beverage Mix, French Vanilla Cafe | Vanilla Caramel Latte Caf-Style Beverage Mix, Vanilla; Caramel Latte | French Vanilla Cafe-Style Beverage Mix, French Vanilla | Instant coffee | Vanilla Iced Latte with Foam",Maxwell house | Maxwell house | Maxwell house | Maxwell House | Maxwell House,append_candidate
Oreo,oreo,Mondelēz International,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,15,Known Mondelēz brand / regional Cadbury routing outside US.,Mini golden Oreo | Oreo Spooky - Sabor vainilla | Oreo Original | Oreo Original | Oreo finas | Double Creme,"Oreo | Oreo | Oreo | Oreo | Oreo | Oreo,Mondelez",append_candidate
Smarties,smarties,Smarties Candy Company,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Smarties Candy Company,Smarties Candy Company,15,Proposed company mapping is concrete; approve for launch.,"Candy rolls | Original Minis Candy Rolls, Original | Trick or Sweet original candy rolls | Candy | candy rolls",Smarties | Smarties | Smarties | Smarties | Smarties,append_candidate
aldi,aldi,Aldi,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,15,Obvious Aldi retailer/private-label brand line.,Bio Hartkäse Emmentaler | Cheddar kräftig | Ziegenfrischkäse - Natur | Lait demi-écrémé | Fondue suisse,"Aldi | Aldi | Aldi, Roi de Trefle | Aldi,Milsani | Aldi",append_candidate
arizona,arizona,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Arizona Lite Half Iced Tea & Half Lemonade | Arizona Watermelon | Iced Tea Lemon | Iced Tea with Peach Flavour PET | Green Tea with Honey PET,Arizona | Arizona | Arizona | Arizona | Arizona,append_candidate
auchan,auchan,Auchan,direct,cereals,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,15,Obvious Auchan retailer/private-label brand line.,Cereales souffles miel | Boules chocolat | Muesli 7 fruits croustillant | Flocons d'avoine,Auchan | Auchan | Auchan | Auchan | Auchan,append_candidate
barcel,barcel,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Chips Sal | Potato chips red hot chili pepper | Potato chips | Barcel, potato chips, hot, lim'on-chipotle, hot, lim'on-chipotle | Potato chips",Barcel | Barcel | Barcel | Barcel | Barcel,append_candidate
carrefour,carrefour,Carrefour,direct,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,15,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Liégeois Saveur vanille sur lit de caramel | Bûche de Chèvre | Tiramisu au Café | MOZZARELLA | Queso rallado emmental,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate
casino bio,casino bio,Groupe Casino,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Groupe Casino,Other / not mapped to a company,Manual review / complex ownership,15,Obvious Casino retailer/private-label brand line.,Cookies aux pépites de chocolat noir | P'tits biscuits fourrage au lait | Cookies Noisettes & Chocolat | Boudoirs | BISCUIT Cranberries et spiruline,Casino Bio | CASINO BIO | Casino bio | Casino Bio | Casino Bio,append_candidate
coop,coop,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolate chip cookies | Cornetti | Triangolini | Classiche | Patatine Croccanti al Gusto Paprica Piccante,"Coop | Coop | Coop, Vivi Verde | Coop | Coop",append_candidate
danone,danone,Danone,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Danone,Danone,15,Proposed company mapping is concrete; approve for launch.,Danonino fraise | Calisma Lait de Croissance | La Salvetat | La salvetat | Source de joie,"Danone | Danone, Gallia | Danone, La Salvetat, Salvetat | Danone, La Salvetat | Danone",append_candidate
gerblé,gerblé,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,4 biscuits sésame | Chocolat noir sans sucres ajoutés | Crousti Miel Sésame | Biscuits pavot citron | Barres céréalières saveur CHOCOLAT,Gerblé | Gerblé | Gerblé | Gerblé | Gerblé,append_candidate
giant,giant,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,15,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Granola oats & honey | Giant, puffed wheat | Microwavable quick oats | Giant, break 'n bake cookie dough, oatmeal, cranberry, walnut | Old fashioned oats",Giant | Giant | Giant | Giant | Giant,append_candidate
